Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Process Expert Data Scientist,-1,"Are you looking at
developing future leaders? Come join us at Siemens.

At our Bengaluru Hub
nearly 1100 employees provide various types of services Finance, HR, IT,
Supply Chain, Customer Care - to more than 60 Siemens entities across the
world, We are global business solutions, that supports Siemens companies
worldwide to achieve perfection in their internal process allowing our
colleagues to fully focus on their business.

Change the future with us
You will Work with large, complex data sets and
applying advanced analytical methods as needed
You will be Developing custom data models and
algorithms to apply to data sets.
You will Run PoCs and Pilots projects to investigate
and prove the feasibility and benefits of the proposed solutions
You should Interact with multiple partners (from
various levels) and optimally present findings by exploiting visual
displays of complex quantity information in a simplified way
You will Identify and develop intelligent and
innovative data analytics use cases to optimize business processes
You will be the partner of choice regarding technology advisory
for advanced analytics
You should Actively and proactively perform
market/trend scouting to stay up to date on the state-of-the-art
technologies
We dont need superheroes, just super minds
You should have Knowledge in advanced data
analytics/data science
You should Know-how on Extract, Transform and Load
(ETL) of Big Data in enterprise environments (e.g., SAP, Oracle), cloud
infrastructure (e.g., AWS, Azure), as well as familiarity of data
architecture requirements and conceptual approaches for deploying
algorithmic solutions in Big Data productive environments
You should be Comfortable working in programming
languages like SQL, Python and R, as well as with frameworks like
Tensorflow and Keras; experience designing solutions in distributed teams
using Version Control tools like GIT
You should have Experience with cloud technologies:
Amazon Web Services and/or Microsoft Azure
You should have Very good communication and
presentation skills
Weve got quite a lot to
offer. How about you?

This role is based in
Bangalore. But youll also get to visit other locations in India and globe, so
youll need to go where this journey takes you. In return, youll get the
chance to work with teams impacting entire cities, countries and the shape of
things to come.

Were Siemens. A
collection of over 379,000 minds building the future, one day at a time in over
200 countries. We're dedicated to equality and we encourage applications that
reflect the diversity of the communities we work in. All employment decisions
at Siemens are based on qualifications, merit and business need. Bring your
curiosity and creativity and help us craft tomorrow.

Find out more about Siemens at: www.siemens.com/careers

Organization: Global Business Services

Company: Siemens Technology and Services Private Limited

Experience Level: Experienced Professional

Job Type: Full-time",4.0,"Siemens
4.0",Bengaluru,"Munich, Germany",10000+ employees,1843,Company - Public,Electrical & Electronic Manufacturing,Manufacturing,₹500+ billion (INR),"GE, ABB, Philips"
Data Scientist/Senior Data Scientist - Deep Learning,-1,"Danaher Corporation

Danaher is a global science and technology innovator with more than 59,000 associates committed to helping our customers solve complex challenges and improve quality of life around the world. Our world class brands have unparalleled leadership positions in some of the most demanding and attractive industries and our technologies address a broad range of societal needs:
Protecting the global water supply and ensuring environmental stewardship
Protecting the world's food supply and verifying pharmaceutical dosages and authenticity
Leading scientific research and advancing patient health with the highest diagnostic confidence
Improving dental outcomes and promoting access to comfortable patient care around the world
Danaher generates over $20 billion USD of annual revenue from business segments: Life Sciences, Diagnostics, Water Quality, and Product Identification.

For additional company details, see www.danaher.com.

Danaher Digital

Danaher Digital is our digital innovation and acceleration center where were bringing together the leading strategic product and business leaders, technologists and data scientists for the common purpose of accelerating development and commercialization of disruptive and transformative digital solutions into the marketplace.

We accelerate Danahers digital innovation journey by partnering with Danaher operating companies (OPCOs) to monetize and commercialize the potential of emerging digital trends.

Located in Silicon Valley, the heart of global innovation, Danaher Digital is ideally situated to capitalize on the digital mega trends transforming our world, including IoT, Data, AI, cloud, mobile, Augmented Reality (AR), Blockchain and other Digital frontiers.

Position Description


This position reports to Director of Data & Analytics and is responsible for leading the vision, design and development of scalable Machine Learning (ML) solutions for Danahers IoT and Analytics (ML) initiatives. You will work with other Data Scientists, Software engineers and business groups and lead the development of innovative ML models for Danahers big data from health sciences, medical diagnostics, industrial and other markets. You will use your Agile experience to work collaboratively with other Product Managers/Owners in geographically distributed teams.

Responsibilities
Understand business challenges and propose new modeling and algorithmic solutions that leverages the latest in statistical and machine learning techniques.
Study new data sources and find insights/correlation to investigate how data can be used to solve new business challenges. Create prototypes with data sets and provide guidance on leveraging and combining new data sources for new business insights.
Apply statistical analysis and modeling techniques on small and large datasets to solve specific business problems in diverse industrial domains.
Provide strategic leadership in selection of platform, tools, techniques and processes in the practice of Data Science discipline.
Work collaboratively with other Product Owners/Product Managers from other business units and/or customers to translate business requirements in to technical requirements that can be answered with statistical and machine learning techniques. Guide and work with engineers and domain owners to produce the required data if not available.
Provide mentorship to other Data Scientists in the team.
Own and drive contemporary best practices in applying and deploying data science at scale.
Requirements
Advanced degree (Ph.D. preferred) in Engineering, Science, Mathematics, or related
Expert knowledge of statistical programming languages such as R, Python, and SQL.
Expert knowledge of probability, statistics and machine learning theory including experience in: Deep Learning, Clustering, Decision Trees, Logistic Regression, Dimensionality Reduction, and Random Forests for prediction and recommendations.
Must have delivered data science components as part of a commercial solution at scale.
Readiness to work with engineering teams to develop a prototypes of software products leveraging exploratory data analytics.
Desirable: Consultative experience providing technology and solution consultation to customers/clients.
Expert knowledge of data visualization, using tools such as Tableau or PowerBI.
Experience working with the cloud computing, including AWS and/or Azure
Experience working with distributed data storage and computing, including Hadoop, Spark, Cassandra, and so forth
Experience working with traditional databases, such as MS SQL, Teradata, MySQL, and Postgres.
Expert knowledge of Experimental Design and Statistical Decision Theory
Agile mindset to jump in to a diverse set of projects.
Ability to summarize results from analysis to a diverse set of audiences with varying background and technical skills.
Willingness to travel up to 25% required.
Experience


Required:
7+ years working with business stakeholders as a trusted adviser in Data Science and Monetization
7+ years communicating effectively with project and business stakeholders about Data Science and data science projects
5+ years building production-ready image or video analysis models using Deep Learning techniques such as CNN and RNN.
3+ years leveraging tools such as TensorFlow or Theano.
5+ years providing mentorship, education, and thought leadership to organizational stakeholders regarding best practices in data science
5+ years translating business requirements into data science problem statements and execution tasks
5+ years leading the organization towards adoption of a data-driven culture
3+ years mentoring and supporting junior team members
Desired:
7+ years building operations analytics models, including demand forecasting, inventory optimization in manufacturing or related industries.
7+ years building IoT analytics models, including failure diagnosis and failure prediction
7+ years executing customer advanced analytics, including marketing mix analysis, segmentation, retention modeling, targeted marketing, basket analysis, next product recommendation, and so forth.
5+ years executing data science in the fields of life sciences, medical diagnosis, biostatistics, and so forth.
Danaher Corporation and all Danaher Companies are equal opportunity employers that evaluate qualified applicants without regard to race, color, national origin, religion, sex, age, marital status, disability, veteran status, sexual orientation, gender identity, or other characteristics protected by law. The EEO is the Law poster is available here.",-1,Danaher Digital,Bengaluru,-1,-1,-1,-1,-1,-1,-1,-1
Principal Data Scientist,-1,"Carousell is one of the world's largest and fastest growing mobile classifieds apps with a mission to inspire every person in the world to start selling and buying to make more possible for one another.

Since our launch in Aug 2012, we've expanded into 7 countries, 19 major cities with over 250 million listings. As a team of passionate individuals working together to solve meaningful problems, there is so much more for you to discover in a career with Carousell.

At Carousell you will have the opportunity to improve experience for millions of our buyers & sellers across 9+ markets. Given high volumes of user-generated-content and dynamics unique to a C2C marketplace, there are endless opportunities to generate significant business & user impact leveraging machine learning.

As a Principal Data Scientist, you will be part of a talented group of Data Scientists, reporting to Head of Data Science. You will get to work with big volumes of data, converting them into actionable insights / models for both our users and team. You will have the autonomy to lead and explore data science projects to solve key business problems, by working together with a core team of passionate data analysts, scientists and engineers.

You will get the opportunity to work on a wide variety of impactful & important problem areas like: Item Authority, Price Prediction, Content Moderation, Search & Recommendations, Fraud Detection, User Segmentation, Dynamic Ads Pricing & Placement, Chat Analytics (NLP), Image Search etc.

The successful candidate must be able to roll-up his/her sleeves, and work directly with very large datasets and data science tools & libraries. He/she should be passionate about their work, detail-oriented, scientific, and have excellent problem-solving abilities.

This role also requires a high level of comfort navigating ambiguity, and a keen sense of ownership and drive to deliver results. The successful candidate will also be required to have experience of successfully leading Data Science projects / teams towards impactful outcomes.

You are expected to embody Carousell's 5 Core Values: Stay Humble, Solve Problems, Be Mission First, Be Relentlessly Resourceful & Care Deeply

You will:
Establish and nurture a high performing ML/AI culture in partnership with Head of Data Science
Identify / Architect high impact machine learning projects and drive solutioning with desirable outcomes
Effectively collaborate with product / engineering / data teams across different geographical locations, to implement machine learning models in production environment
Actively participate in hiring, coaching and mentoring individual data scientists / ML engineers in SG and India development centers, to be more effective individual contributors
Contribute significantly to setting up a very productive culture & tech environment for effectively training, deploying & maintaining ML models
Provide expertise on concepts for machine learning and applied analytics and inspire the adoption of machine learning across the breadth of our organization
You have:


8+ years experience as data scientist / ML engineer, with hands on experience of solving a variety of complex product & business problems leveraging machine learning.
Good university degree in a quantitative discipline (e.g. Computer Science, Mathematics, Statistics, or related field). Solid foundation in maths and programming.
Strong programming ability in Python, SQL and experience with machine learning frameworks and libraries (e.g. TensorFlow, Keras, Spark MLlib, Sklearn)
Experience in building ML models at scale, using real-time big data pipelines on platforms such as Spark/MapReduce
Track record of shipping several large scale machine learning projects in the Consumer AI space using Deep Learning
Experience in coaching & mentoring junior data scientists
Diligent and reliable, with excellent analytical skills, communication skills, and teamwork.
Occasional travel needed
Good to have:


MSc or PhD level in a relevant field
Experience of solving Data Science problems related to eCommerce or classifieds space, esp. Involving user-generated-content.
Experience of solving marketplace related Data Science problems: content discovery, content moderation, fraud detection etc.
Publications in well-respected conference / journals
* Please send us your Arxiv, Kaggle and/or Github profile if any!",3.6,"Carousell
3.6",Bengaluru,"Singapore, Singapore",201 to 500 employees,2012,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1
Senior Data Scientist,-1,"ARE YOU READY TO WORK AT ALTISOURCE?
Are you looking for an opportunity to advance your career in data science?
Do you enjoy solving complex business problems using financial and sales data?
Are you excited to join a growing team and take on exciting challenges?
If so,Altisource would love to hear from you! Altisource is seeking a Senior Data Scientist with a demonstrated competency in developing efficient and effective solutions for diverse and complex business problems.

WHAT YOU GET TO DO
Help to conceive, build, and test new models and technologies using best in class tools and state of the art knowledge
Create and deliver strategic quantitative solutions leveraging consumer behavior data, knowledge systems, and modeling techniques
Build modeling solutions and create intellectual property leveraging concepts from statistics, optimization theory, econometrics, risk theory, and dynamic systems theory
Contribute as an active team member to product management, development and delivery of enterprise modeling products and solutions
Build solutions with real world impact, and help demonstrate that impact
WHAT ABOUT YOU? You have...
At least 5+ years of extensive hands-on work experiences in manipulating large data sets and building statistical and advanced machine learning models.
Solid knowledge in mortgage and financial / real estate industry. Previous modeling experiences in loan / mortgage (default, severity, prepayment etc.) is a must.
Masters or higher in Economics, Applied Statistics, Applied Mathematics, Operations Research, or similar disciplines with a heavy quantitative focus.
Strong knowledge and experience with modeling languages (Python, R or similar) and data extraction tools (SQL or similar). Skills in other tools or languages including Excel, Tableau, Amazon SageMaker, VBA Java, C, C++ are plus.
WORKING AT ALTISOURCE ADVANTAGES:

Prosperity
Competitive base salaries!
Bonus Potential – if you go above and beyond, you should be rewarded
Good Health
Comprehensive insurance plans like Medical, Personal Accident Benefit and Life Insurance
Wellness Programs (examples include eye examination, diabetes checkup camp, hemoglobin check and health talks)
And Happiness
10 paid holidays, plus 26 paid days off per year
Lots of employee engagement activities both offsite (examples include family cricket/football games, annual company celebrations and happy hours) and onsite (examples include office stress buster events, holiday parties, and quarterly Living our Values celebrations)
Opportunities to join our community service initiatives, including Habitat for Humanity.
OUR CORE VALUES

For our employees, customers, and shareholders, we commit to…
Act With Integrity – exhibit unwavering integrity, compliance and ethical conduct at all times
Energize People – enable exceptional people to energize their teams and drive results
Empower Innovation – reward the relentless creation of innovative and compliant solutions to achieve our mission and generate value for our customers
Exceed Customer Expectations – execute world-class solutions to deliver value and delight our customers
Win as a Team – embrace the passion, energy and power of our global teams to win as ""One-Altisource""
Enrich Communities – create positive impacts for the communities where we live and serve
Are you up to the challenge? What are you waiting for? Apply today!

Got a question? Contact our Talent Acquisition Team at working@altisource.com.

At Altisource we value diversity, and are proud to be an equal opportunity workplace. We do not discriminate against any employee or applicant for employment on the basis of race, religion, color, sex, national origin, gender identity and/or expression, sexual orientation, age, marital status, veteran status, or disability status.",3.2,"Altisource
3.2",Bengaluru,"Luxembourg, Luxembourg",5001 to 10000 employees,2009,Company - Public,Investment Banking & Asset Management,Finance,₹50 to ₹100 billion (INR),"Safeguard Global, Genpact Mortgage, Black Knight"
Data Scientists,-1,"Our Data Scientists are quantitative analysts who can extract meaningful insights from customer data, and leverage predictive models to optimize business performance. They support Risk management, Marketing, Capital Markets, Operations and Finance teams. This is a strategic role that sits at the heart of value creation by turning data into a long term competitive advantage.

As a Senior Data Scientist you will...
Drive the evolution of best in class Channel Analytics by:
Working with Tech & Data teams to define requirements and review solution builds
Applying insights from customer response data to build response and targeting models
Building Attribution Models and optimising offline and online Marketing Mix to drive growth
Developing and applying real time links between spend across channels and response patterns
Working with Tech and Operational teams to ensure identified wins are deliveredManaging and mentoring direct and indirect reports to deliver significant increases in productivity
Deliver cutting edge models using the latest techniques and upskill the team: Use advanced statistical analysis to design testing and predictive models whilst creating and improving on best practices to be used across the Funding Circle analytics community
Drive thought leadership across the business: Recommend optimal business strategies based on historical performance, predictive analytics and scenario analysis
Build global frameworks that are scalable across markets and help to drive business outcomes & portfolio performance
Work closely with partner teams across business and risk to ensure analytical outputs meet stakeholder expectations
Communicate effectively analytical outcomes to wide variety of internal and external constituents including senior stakeholders
Up to 20% travel
You’ve been there and done this:
Demonstrable strong Machine learning/AI experience along with proficiency in analytical tools like R and Python, Excel VBA, Tableau, SQL
Demonstrates strong knowledge of data architecture, modelling techniques, consumer behaviour patterns and the key drivers of marketing or credit performance optimization
Has exceptional analytical skills with an advanced degree in a quantitative field like mathematics, physics, computer science, statistics, economics, econometrics etc
Have strong experience in a channel or product analytics role in a major digital or financial services organization with demonstrated track record of data science delivery in channel analytics, marketing analytics and/or risk analytics
Possesses strong interpersonal skills and the ability to communicate effectively to technical and non-technical audiences
Identifies with our mission, “to build a better financial world”
For Data Scientist
Python-Anaconda (Framework)
Gradient boosting and random forest (Algorithms)
Data and Statistical modelling
AWS SageMaker (Machine learning)
What You Need for this Position

You should have knowledge of:
Python-Anaconda (Framework)
Gradient boosting and random forest (Algorithms)
Data and Statistical modelling
AWS SageMaker (Machine learning)
Aditional
No. of Positions
Education level
Career level
Experienced",3.4,"Bloom Consulting Services
3.4",Bengaluru,"San Ramon, CA",51 to 200 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
Lead Data Scientist - Global Advanced Analytics,-1,"Job Description :
Degree in business analytics / data science / statistics / economics and / or degree in Engineering, Mathematics or Computer Science. Analytic management experience and / or leadership highly advantageous.
Likely 4-6 years of experience in the area of data science
Experience of working/ conceptual understanding of at least one statistical technique and familiarity with basic concepts of machine learning (e.g. SVM, Random Forests, Gradient Boosting, Time Series Forecasting, NLP techniques)
Solid knowledge of various statistical techniques and experience using machine learning algorithms
Ability to come up with solutions to loosely defined business problems by leveraging pattern detection over potentially large datasets
Strong programming skills (mainly SQL), statistical modelling (SAS or R)
Proficiency in use of statistical packages
Proficiency in statistical analysis, quantitative analytics, forecasting/predictive analytics, multivariate testing, optimization algorithms and various visualization techniques
Ability to impact and influence at a senior stakeholder level virtually across markets with solid networking, influencing & communication skills
Excellent relationship management skills with senior stakeholders is paramount
Should have prior working experience in CPG company preferably into commercial analytics, revenue management analytics, pricing analytics etc.
Worker Type :

Regular

Primary Location:

Bangalore Karle Town SEZ

Additional Locations :

Job Posting Start Date :

2019-11-19-08:00",3.9,"Diageo
3.9",Bengaluru,"London, United Kingdom",10000+ employees,1997,Company - Public,Food & Drink Manufacturing,Manufacturing,₹500+ billion (INR),"Bacardi, Pernod Ricard, Anheuser-Busch InBev"
Tech Lead - Data Scientist (NLP),-1,"AI team at Ultria is working on state of the art Natural Language Processing technologies including document structure detection, domain specific neural embeddings, deep neural network architectures for extraction and classification tasks etc. We are looking for a passionate data scientist to develop new statistical models for delivering high-quality NLP products.

RESPONSIBILITIES:
Identify new opportunities to apply Machine Learning to different parts of the product
Develop advanced algorithms to solve problems of high dimensionality in a computationally efficient and statistically effective manner
Have responsibility for the creation and development of our Text Analytics strategy and software
Take end to end ownership of Machine Learning products
Partner with other teams such as Data, Design and Product to collaborate on projects across the company
Work with the engineering management team to develop new initiatives and improve existing processes across the entire engineering team
Implement small and large scale projects in Advanced Analytics to help derive business insights for measurable success
Evaluate emerging datasets and technologies that may contribute to our products
Requirements
3 -7 years of strong Python development experience
3+ years of experience in Machine Learning/Deep Learning, specifically in NLP and text analytics domain including:
Extracting, cleaning and embedding text data
Text classification
Entity extraction/NER
Text summarization
Similarity and sentiment analysis
Topic modelling
Research experience in machine learning or natural language processing
Experience in deploying ML projects in production environment
Strong statistical analysis skills and demonstrated experience in deriving insights from unstructured data
Ability to run experiments scientifically and analyze results
Good understanding of ML tools/libraries like: Tensorflow, Keras, Pandas, Spacy, Pytorch, NLTK, SkLearn etc
Knowledge of big data technologies like Hadoop, Hive, Scala or Spark is preferred
Strong collaborative mindset
Excellent critical thinking and problem solving skills
Benefits

About Ultria

Ultria offers end-to-end, SaaS-deployed, Contract Lifecycle Management solution for the Enterprise—Ultria CLM. It is a market-proven solution with a legacy of successful deployments over more than seven years. With a workflow based authoring and approval tool, and a comprehensive repository of contracts and clauses, Ultria CLM helps companies across the spectrum derive greater value from their contracts. By connecting with eSignature and CRM solutions, Ultria CLM seamlessly streamlines the quote to contract conversion process. Its post-signoff contract management capabilities empower the enterprise to extract the maximum value out of contracts, mitigate risks, and ensure regulatory compliance.

Our Products are built around an intuitive user experience, leveraging a comprehensive knowledge base, robust Artificial Intelligence technology, encapsulates industry's best-of-breed processes and methodologies.

Several of Fortune 500 companies have chosen Ultria solutions for the following reasons:
In-depth industry and domain expertise with a robust implementation methodology
Ability to ensure semantic and structural data integrity and quality
End-to-end solution for Data Governance renowned by leading market Analysts
To know more, you can visit our website: www.ultria.com",4.3,"Ultria
4.3",Bengaluru,"Princeton, NJ",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
Senior Data Scientist,-1,"What would a VISA/Mastercard payments network look like if designed ground up? Simpl is focused on re-imagining the payments stack that have not changed for decades . We believe that payments data, if harnessed the right way, can accelerate formal credit distribution in a market like India, while unlocking precision marketing opportunities.

Its first product is a micro credit based payment mode that provides greater than 99% success rate, instant refunds within seconds, tokenized security flow combined with the convenience of all the transactions getting added into a single bill, payable on the 1st and 16th of every month. To power our micro credit line, Simpl uses alternate data ( Multiple millions of data pings everyday) provided by merchants to underwrite users at internet scale.

Simpl was founded in 2015 by Nityanand Sharma and Chaitra Chidanand, and went live in 2016

Major responsibilities include:
· Helping to build production systems that take inputs from multiple models and make decisions in real time.
· Deliver ML / DL projects from beginning to end, including understanding the business need, aggregating data, exploring data, building & validating predictive models, and deploying completed models to deliver business impact to the organization.
· Utilizing effectively data to work with terabytes of data.

Basic Qualifications

· Bachelors in quantitative field (Computer Science, Mathematics, Machine Learning, AI, Statistics, or equivalent)
· 4+ years of industry experience in predictive modeling, data science and analysis
· Previous experience in a ML or data scientist role and a track record of building ML or DL models
· Experience using Python and/or R
· Knowledge of SparkML
· Able to write production level code, which is well-written and explainable
· Experience using ML libraries, such as scikit-learn
· Experience working with GPUs to develop models
· Experience handling terabyte size datasets
· Track record of diving into data to discover hidden patterns
· Familiarity with using data visualization tools
· Knowledge and experience of writing and tuning SQL
· Past and current experience writing and speaking about complex technical concepts to broad audiences in a simplified format
· Experience giving data presentations
· Strong written and verbal communication skills",4.3,"Simpl
4.3",Bengaluru,"Bengaluru, India",51 to 200 employees,2015,Company - Private,Financial Transaction Processing,Finance,Unknown / Non-Applicable,-1
Process Expert – Data Scientist,-1,"Are you looking at
developing future leaders? Come join us at Siemens.

At our Bengaluru Hub
nearly 1100 employees provide various types of services – Finance, HR, IT,
Supply Chain, Customer Care - to more than 60 Siemens entities across the
world, We are global business solutions, that supports Siemens companies
worldwide to achieve perfection in their internal process allowing our
colleagues to fully focus on their business.

Change the future with us
You will Work with large, complex data sets and
applying advanced analytical methods as needed
You will be Developing custom data models and
algorithms to apply to data sets.
You will Run PoCs and Pilots projects to investigate
and prove the feasibility and benefits of the proposed solutions
You should Interact with multiple partners (from
various levels) and optimally present findings by exploiting visual
displays of complex quantity information in a simplified way
You will Identify and develop intelligent and
innovative data analytics use cases to optimize business processes
You will be the partner of choice regarding technology advisory
for advanced analytics
You should Actively and proactively perform
market/trend scouting to stay up to date on the state-of-the-art
technologies
We don’t need superheroes, just super minds
You should have Knowledge in advanced data
analytics/data science
You should Know-how on Extract, Transform and Load
(ETL) of Big Data in enterprise environments (e.g., SAP, Oracle), cloud
infrastructure (e.g., AWS, Azure), as well as familiarity of data
architecture requirements and conceptual approaches for deploying
algorithmic solutions in Big Data productive environments
You should be Comfortable working in programming
languages like SQL, Python and R, as well as with frameworks like
Tensorflow and Keras; experience designing solutions in distributed teams
using Version Control tools like GIT
You should have Experience with cloud technologies:
Amazon Web Services and/or Microsoft Azure
You should have Very good communication and
presentation skills
We’ve got quite a lot to
offer. How about you?

This role is based in
Bangalore. But you’ll also get to visit other locations in India and globe, so
you’ll need to go where this journey takes you. In return, you’ll get the
chance to work with teams impacting entire cities, countries and the shape of
things to come.

We’re Siemens. A
collection of over 379,000 minds building the future, one day at a time in over
200 countries. We're dedicated to equality and we encourage applications that
reflect the diversity of the communities we work in. All employment decisions
at Siemens are based on qualifications, merit and business need. Bring your
curiosity and creativity and help us craft tomorrow.

Find out more about Siemens at: www.siemens.com/careers

Organization: Global Business Services

Company: Siemens Technology and Services Private Limited

Experience Level: Experienced Professional

Job Type: Full-time",4.1,"Siemens Healthineers
4.1",Bengaluru,"Erlangen, Germany",10000+ employees,1847,Company - Public,Healthcare Services & Hospitals,Healthcare,₹500+ billion (INR),"GE Healthcare, Abbott, Roche"
Staff Data Scientist,-1,"Staff Data Scientist & Technical Architect



Eligibility Criteria:
Years of Experience: Minimum 12 - 15 years
Job Experience: Experience in developing Data Science, BI infrastructure and Analytics.
Educational: Bachelor’s or Master’s Degree: Math/Statistics/Operations Research/Industrial Engineering/Computer Science
Primary Responsibilities:
Provide technical leadership for developing end to end solutions for business applications, analytical tools, and KPI Dashboards
Design complex system/data integration models. Building Datawarehouse
Deliver solutions combining SQL Server, SAP HANA models, Complex T code conversions, complex SQLL/CVs, programs, ETL tool
Establish self as a Go to person for all technical queries in DW BI area
Effectively communicate specifications, diagrams, and flowcharts to have end user alignment and thorough instructions for programmers to follow.
Overseeing implementation, coordinating tests, and proper sign off for production go-live.
Proactively prioritize projects, manage customer expectations, and organizing the team’s effort and effectiveness.
Become a change agent ensuring lean principles and best practices are followed.
Effectively manage end users, application developers, analyst, system changes, and collaborating with GIS on IT roadmap
Understanding and Knowledge of SAP systems
Good skill on managing Stakeholders Expectation
Complex Data Analysis and applying deep learning and machine learning algorithms
Technical Governance and Reviews.
Mandatory Skills required to perform the job:
Hands on SQL Server Platforms (SSAS, SSIS) and architecting technical solutions
Hands on architecting enterprise level DW BI platforms
Hands on Advance and complex SQL, Stored procedures development capabilities (Oracle/SQL server/Hana/Teradata)
Experience in implementing ETL data extracts (preferably BODS), SSIS, Designing ETL work flows.
Ability to coach, mentor the team on technology
Experience on Cloud Computing
Experience Data Science – Deep Learning & Machine Learning
Desirable Skill:
SQL Server Data Base Engine, SSAS & SSIS, ETLs,
SAP HANA, BODS, Hanafication
Experience on Cloud Computing – Azure
Hands on working knowledge on Analytics and Data Science.
Prefer experience in Supply Chain, Inventory, Logistics, and Finance
Familiar with Web Development Platforms, HTML, CSS, JavaScript, ASP.net
SAP Tcode conversion into sql models
Hands on working knowledge on any Big data platform
Good understanding on statistics",4.1,"Lam Research
4.1",Neem-Ka-Thana,"Fremont, CA",10000+ employees,1980,Company - Public,Electrical & Electronic Manufacturing,Manufacturing,₹500+ billion (INR),"Applied Materials, Tokyo Electron, ASML"
Principal Applied Data Scientist,-1,"What if your job description were simply “make tomorrow better?” Every day at Microsoft, we bring an insatiable curiosity to the workplace, challenging ourselves to reimagine what it is and what it can be. We build on what’s come before to create what’s next. We help shape the future and we empower billions of people around the globe.

We are the computational advertising team in the AI & Research organization at Microsoft. We are looking for candidates with research and applied experience in machine learning related areas. Search advertising is a $100 billion market worldwide. Microsoft's Bing search engine supports over 30% of desktop search in the US, with similarly significant presence in many other countries.

Responsibilities
We are a team of applied scientists working on machine learning components in the whole sponsored search stack. Our team works on problems related to machine learning, deep learning, natural language processing, image understanding, optimization, information retrieval, auction theory, among others. Our work entails building large-scale machine learning systems for ad matching, filtration, ranking, and multiobjective optimization, and a number of other ML-driven business problems. You will design, implement, analyze, tune complex algorithms and ML systems and the supporting infrastructure for operating on large datasets. You will collaborate with top machine learning scientists and engineers in delivering direct business impact. We're looking for sound understanding and insight into productionizing machine learning models in large-scale systems, an ability to pick up new technical areas, as well as a commitment to developing, delivering, and supporting algorithms in production.

Qualifications

Requirements:
MS/BS in CS/EE, mathematical or machine learning related disciplines, with 10 or more years of experience
Solid understanding of probability, statistics, machine learning, data science
A/B testing & analysis of ML models, and optimizing models for accuracy
Experience with Hadoop, Spark, or other distributed computing systems for large-scale training & prediction with ML models.
End-to-end system design: data analysis, feature engineering, technique selection & implementation, debugging, and maintenance in production.
Experience implementing machine learning algorithms or research papers from scratch
Experience with TensorFlow/PyTorch and deep learning models is a plus

Microsoft is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to age, ancestry, color, family or medical care leave, gender identity or expression, genetic information, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran status, race, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable laws, regulations and ordinances.

Benefits/perks listed below may vary depending on the nature of your employment with Microsoft and the country where you work.",4.2,"Microsoft
4.2",Bengaluru,"Redmond, WA",10000+ employees,1975,Company - Public,Computer Hardware & Software,Information Technology,₹500+ billion (INR),"Google, Amazon, Apple"
